date,ticker
2015-07-31,058220
2015-07-31,058420
2015-07-31,013720
2015-08-31,207720
2015-08-31,208140
2015-08-31,215100
2015-08-31,222810
2015-08-31,218150
2015-08-31,222420
2015-08-31,048870
2015-08-31,215480
2015-08-31,019570
2015-08-31,080440
2015-08-31,208870
2015-08-31,073570
2015-08-31,214680
2015-08-31,220260
2015-08-31,204840
2015-08-31,219580
2015-08-31,217270
2015-08-31,208710
2015-08-31,223040
2015-08-31,215380
2015-08-31,215580
2015-08-31,215090
2015-08-31,214150
2015-08-31,208370
2015-08-31,208350
2015-08-31,219550
2015-08-31,214270
2015-08-31,051160
2015-08-31,215750
2015-08-31,219960
2015-08-31,220630
2015-08-31,028040
2015-08-31,218710
2015-08-31,221950
2015-08-31,204620
2015-08-31,217600
2015-08-31,088290
2015-08-31,219860
2015-08-31,218410
2015-08-31,011230
2015-08-31,001140
2015-08-31,217620
2015-08-31,198440
2015-08-31,096870
2015-08-31,215790
2015-08-31,056000
2015-08-31,134060
2015-08-31,045340
2015-08-31,021880
2015-08-31,054340
2015-09-30,208870
2015-09-30,222810
2015-09-30,222420
2015-09-30,218150
2015-09-30,220260
2015-09-30,215480
2015-09-30,019570
2015-09-30,073570
2015-09-30,217810
2015-09-30,080440
2015-09-30,208710
2015-09-30,217270
2015-09-30,223040
2015-09-30,215090
2015-09-30,206400
2015-09-30,214150
2015-09-30,208370
2015-09-30,215380
2015-09-30,208350
2015-09-30,219550
2015-09-30,215750
2015-09-30,214270
2015-09-30,042940
2015-09-30,219960
2015-09-30,048870
2015-09-30,218710
2015-09-30,220630
2015-09-30,221200
2015-09-30,221950
2015-09-30,217600
2015-09-30,222080
2015-09-30,215790
2015-09-30,119830
2015-09-30,218410
2015-09-30,198440
2015-09-30,217620
2015-09-30,028040
2015-09-30,096870
2015-09-30,001140
2015-09-30,051160
2015-09-30,088290
2015-09-30,045340
2015-09-30,225570
2015-09-30,007530
2015-09-30,033790
2015-09-30,013720
2015-09-30,011230
2015-09-30,056000
2015-09-30,083660
2015-09-30,094940
2015-10-30,208870
2015-10-30,950010
2015-10-30,220260
2015-10-30,225440
2015-10-30,226440
2015-10-30,225430
2015-10-30,225590
2015-10-30,019570
2015-10-30,217270
2015-10-30,208710
2015-10-30,226360
2015-10-30,208370
2015-10-30,215090
2015-10-30,048870
2015-10-30,205470
2015-10-30,208350
2015-10-30,080440
2015-10-30,219550
2015-10-30,206400
2015-10-30,221200
2015-10-30,220630
2015-10-30,221950
2015-10-30,042940
2015-10-30,218410
2015-10-30,222080
